,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Duplex,Terraced,Detached,Penthouse,Apartment,House,State,Area,Microlocation,Area Dummy
0,3500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Yaba,Akoka,
1,5000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ikeja,Coker Estate,
2,100000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikoyi,"...,. Banana Island",
3,6000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Ikate,
4,2200000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,
5,7000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
6,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
7,3000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Apapa,Costain,
8,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ilaje,
9,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
10,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
11,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa,
12,8000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
13,1000000,0,0,0,2,0,0,1,0,1,0,0,1,Lagos,Egba,Meiran Abule Egba Abule,
14,2500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Off Lekki Epe Expressway,
15,5500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
16,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,
17,9000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
18,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikota,
19,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,
20,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
21,4000000,0,0,0,4,3,3,1,0,1,0,0,1,Lagos,Surulere,"Off Adelabu, Surulere, Lagos. Adelabu",
22,3500000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki,
23,6500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
24,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right.,
25,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
26,3800000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Second Tollgate,
27,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,
28,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
29,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
30,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Surulere,Alade Close Off Adeniran Ogunsanya Adeniran Ogunsanya,
31,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
32,6000000,0,1,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Shorprite Lekki The Psychologist Osapa London,
33,2500000,0,0,0,5,5,0,1,0,1,0,0,1,Lagos,Surulere,Ekololu Str Off Adelabu Via Akerele Adelabu,
34,10000000,1,1,1,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Inside An Estate Adeniyi Jones,
35,5000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
36,2500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
37,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,
38,8500000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Gra Ikeja Ikeja Gra,
39,2000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,
40,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,
41,1100000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ojodu,"Isheri North Gra, Opic Isheri North",
42,10000000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
43,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Lekki Chevron,
44,700000,1,0,1,2,3,3,1,0,1,0,0,1,Lagos,Ipaja,"Amikanle, Command Ipaja Road",
45,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,
46,850000,0,0,0,2,2,2,0,0,1,0,0,1,Lagos,Surulere,Off Brown Road Aguda Aguda,
47,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
48,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Eletu Osapa London,
49,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Garden Estate,
50,5000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Drive Chevron,
51,2000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,
52,8000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1 Omole Phase 1,
53,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,
54,2200000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,
55,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
56,7500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way Lekki Phase 1,
57,10000000,0,1,0,5,5,7,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,
58,3800000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
59,4500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Chevron,
60,5000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,
61,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Samshonibare Estate Ogunlana,
62,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
63,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,
64,4000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,
65,3600000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Owuokiri Crescent Alaka Estate Alaka Estate,
66,6000000,0,0,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Lekki,
67,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
68,5500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
69,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Beside ( Lbs) Lagos Business School Off Lekki Epe Expressway,
70,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
71,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,
72,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oba Oniru Oniru Victoria,
73,900000,0,0,0,2,2,2,1,0,1,0,0,1,Lagos,Surulere,Santos Estate Off Brown Road Aguda Aguda,
74,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London Lekki Osapa London,
75,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
76,6500000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,
77,4800000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,
78,2000000,1,0,1,4,5,5,0,0,1,0,0,1,Lagos,Agege,Kav Farm Estate Iju,
79,2800000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Inside A Serviced Estate At Awoyaya Awoyaya,
80,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
81,8000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
82,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
83,10000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,
84,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,
85,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Off Adeniyi Jones Adeniyi Jones,
86,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
87,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
88,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Lekki Phase 1 Right Side Oniru Victoria,
89,3500000,0,1,0,2,1,1,0,0,1,0,0,1,Lagos,Victoria Island,Oniru Oniru Victoria,
90,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Rd 2 Oral Estate,
91,500000,1,1,1,3,4,4,0,0,1,0,0,1,Lagos,Egba,"Ait, Ota Alagbado Abule",
92,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,
93,3500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
94,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
95,7000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Chevron Conservation Lekki Chevron,
96,3000000,0,1,0,3,4,4,1,0,1,0,0,1,Lagos,Ogba,Ogba,
97,1500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Ipaja,Hiltop Estate Iyana Ipaja,
98,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
99,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Victoria,
100,6000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right Lekki Phase 1,
101,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way. Lekki Phase 1,
102,2000000,0,0,0,4,4,5,0,0,1,0,0,1,Lagos,Surulere,Oni Street Off Randle Avenue. Randle Avenue,
103,1800000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ajah,Victory Estate. Thomas Estate,
104,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,
105,6000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,
106,2000000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Yaba,Fola Agoro,
107,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Vgc,
108,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
109,3500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
110,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,
111,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
112,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Estate Abraham Adesanya Estate,
113,6500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Chevron,
114,3000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Ojodu,Adeoni Estate,
115,4000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,
116,11000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
117,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
118,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
119,4500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
120,3500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
121,10000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
122,9500000,1,0,1,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
123,2000000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Ipaja,Diamond Estate. Command Ipaja,
124,10000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,
125,7000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
126,8000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
127,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Megamound Estate Ikota,
128,9000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
129,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Freedom Way Lekki Phase1 Lekki Phase 1,
130,6500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
131,3500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Surulere,Bode Thomas,
132,7000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
133,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
134,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Westend Estate Ikota,
135,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,
136,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,
137,5500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
138,400000,0,0,0,2,1,1,0,0,1,0,0,1,Lagos,Igando,"Alh. Malik Street, Bayota Bus Stop Governors Road Ikotun",
139,8000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
140,4500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Lekki Phase 1,
141,3500000,0,0,1,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,
142,6000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
143,5000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Off Fola Osibo Lekki Phase 1,
144,2500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ojodu,Olowora,
145,8000000,0,0,0,4,3,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,
146,6000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
147,5000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
148,10000000,0,0,0,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
149,8000000,0,0,1,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
150,8000000,0,0,1,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
151,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,
152,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,2nd Toll Gate,
153,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
154,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Agungi,
155,3500000,0,0,0,4,3,5,1,0,1,0,0,1,Lagos,Ikosi,Magodo Kosofe,
156,7500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
157,10000000,0,0,0,7,0,0,1,0,1,0,0,1,Lagos,Lekki,"Akanbi Disu Street Off, Johnson Omorinre Road, Lekki Scheme 1,",
158,4000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Opic Estate Isheri North,
159,7000000,1,0,1,4,5,5,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Oniru Victoria,
160,700000,0,1,0,1,1,1,1,0,1,0,0,1,Lagos,Lekki, Ikota,
161,1000000,0,0,0,3,3,3,0,0,1,0,0,1,Lagos,Ipaja,Peace Estate Baruwa,
162,10000000,0,0,0,7,0,0,1,0,1,0,0,1,Lagos,Lekki,"Akanbi Disu Street Off, Johnson Omorinre Road, Lekki Scheme 1,",
163,3500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki,
164,5000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki,
165,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Oral Estate,
166,9000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki,
167,2300000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Lekki Gardens,
168,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
169,2600000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Odofin,Inside Diamond Estate Amuwo Odofin Amuwo,
170,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
171,5000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Oral Estate,
172,2500000,0,0,0,3,4,4,1,0,1,0,0,1,Lagos,Ajah,Behind Blenco Peninsula Estate,
173,3500000,1,0,0,2,2,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
174,2500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Opic Estate Isheri North,
175,2500000,0,1,0,4,4,0,1,0,1,0,0,1,Lagos,Gbagada,Gangsta Extension Phase 2,
176,11000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,
177,4500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Agungi,
178,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
179,4200000,0,1,0,2,2,3,1,0,1,0,0,1,Lagos,Lekki,Lekki,
180,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,
181,1700000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Located Inside Chois Garden Estate Abijo Gra Abijo,
182,3500000,0,0,0,4,5,0,0,0,1,0,0,1,Lagos,Yaba,Akoka,
183,5500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
184,6000000,0,0,1,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
185,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Oral Estate,
186,4000000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Lekki,Lekki,
187,1200000,0,0,0,1,1,1,0,0,1,0,0,1,Lagos,Gbagada,6 Adebisi Tolani St Medina,
188,5000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road,
189,5500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Lekki Phase 1,
190,2500000,1,0,1,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Goodnews Estate Sangotedo,
191,9000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
192,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Jakande,
193,6000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
194,5000000,0,0,0,6,6,7,1,0,1,0,0,1,Lagos,Lekki,"Lekki County Homes, Ikota Lagos Ikota",
195,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Chevron,
196,6000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,
197,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki County Ikota,
198,8000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,
199,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
200,3000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,County Value Estate Ogidan Sangotedo,
201,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Chevron,
202,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Drive Chevron,
203,6000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ikeja,Alade Close Off Airport Hotel Allen Avenue,
204,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Odofin,Unity Estate Apple Junction Amuwo,
205,4000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ogudu,Ramat Crescent Ogudu Gra,
206,3000000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Gbagada,Millennium Estate Millenuim Ups,
207,3000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Surulere,Olayemi Street Adelabu,
208,1800000,0,0,0,3,3,3,0,0,1,0,0,1,Lagos,Surulere,Bankolemoh Off Akerele Road Ogunlana,
209,4000000,0,0,0,5,5,5,1,0,1,0,0,1,Lagos,Surulere,Adisavasual Estate Adelabu,
210,2500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Odofin,Lily Estate Apple Junction Amuwo,
211,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones,
212,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
213,8000000,0,0,0,7,7,8,1,0,1,0,0,1,Lagos,Ikeja,Allen Avenue,
214,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
215,2200000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Isheri North,
216,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
217,2200000,0,0,0,3,2,2,0,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
218,5000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,
219,5000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ajah,Ajah,
220,5000000,0,0,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Lekki County,
221,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikeja,Agidingbi,
222,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
223,2500000,1,1,0,3,3,4,1,0,1,0,0,1,Lagos,Ojodu,Olowora,
224,7000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
225,2000000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Ojodu,Olowora,
226,2300000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ogba,Ogba,
227,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
228,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Mko Abiola Garden,
229,6000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
230,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,
231,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,
232,1700000,0,0,0,2,2,3,0,0,1,0,0,1,Lagos,Ikeja,... Allen Avenue,
233,3000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Berger,
234,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
235,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,
236,5000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,
237,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,
238,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,"Queens Garden Estate, Opic Isheri North",
239,4000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki, Chevron,
240,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Odofin,Greenfield Estate Amuwo Odofin Amuwo,
241,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Gated Estate Agungi,
242,7000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Toll Gate,
243,10000000,0,0,0,7,7,7,1,0,1,0,0,1,Lagos,Ikeja,Herbert Macauly Ikeja Gra,
244,8000000,0,0,0,7,5,6,1,0,1,0,0,1,Lagos,Ikeja,Off Community Rd Lkeja Allen Avenue,
245,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Maryland,Maryland,
246,6500000,1,0,0,4,4,5,1,0,1,0,0,1,Lagos,Maryland,Shonibare Estate,
247,6500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
248,6000000,0,1,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,
249,7500000,1,0,1,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Pinnock Estate Osapa London,
250,300000,0,0,1,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Chois Garden Estate Abijo Gra Abijo,
251,5500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
252,4500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,
253,500000,0,0,0,2,2,2,0,0,1,0,0,1,Lagos,Ipaja,Abiola Farm Estaty Ayobo,
254,3000000,1,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Beach Estate Lakowe,
255,4500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,
256,3800000,0,0,0,4,4,5,0,0,1,0,0,1,Lagos,Lekki,Ikota,
257,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Maryland,"Off Foworola, Estate, Mende Maryland, Lagos Nigeria, Mende",
258,4500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,
259,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Idado,
260,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Gbagada,Millennium Estate Millenuim Ups,
261,7000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Oral Estate By Lekki Toll Gate Oral Estate,
262,5000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Oral Estate Oral Estate,
263,3000000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Gbagada,Millenium Millenuim Ups,
