,Unnamed: 0,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Duplex,Terraced,Detached,Penthouse,Apartment,House,State,Area,Microlocation,Area Dummy,location_append,Price Standard,Longitude,Latitude
0,0,3500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Yaba,Akoka,,"Yaba, Lagos",-0.1545338190608958,3.3870802913397373,6.507822008056753
1,1,5000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Ikeja,Coker Estate,,"Ikeja, Lagos",0.5321518296631645,3.3478371646130074,6.58927091785122
2,2,100000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikoyi,"...,. Banana Island",,"Ikoyi, Lagos",-1.7110212895020993,3.4223636811624742,6.4547194487926385
3,3,6000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
4,4,2200000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,,"Ajah, Lagos",-0.7496613812884148,3.5659176270003927,6.4616185490531635
5,5,7000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
6,6,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
7,7,3000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Apapa,Costain,,"Apapa, Lagos",-0.38342903530224925,3.3679055606102306,6.44448631998887
8,8,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ilaje,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
9,9,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
10,10,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
11,11,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
12,12,8000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
13,13,1000000,0,0,0,2,0,0,1,0,1,0,0,1,Lagos,Egba,Meiran Abule Egba Abule,,"Egba, Lagos",-1.299009900267663,3.297808963772764,6.6507877907839195
14,14,2500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Off Lekki Epe Expressway,,"Ajah, Lagos",-0.6123242515436027,3.5659176270003927,6.4616185490531635
15,15,5500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.761047045904518,3.811528889589191,6.463467417995378
16,16,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
17,17,9000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",2.3633135595939923,3.811528889589191,6.463467417995378
18,18,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
19,19,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Lekki Scheme 2,,"Ajah, Lagos",0.07436139718045764,3.5659176270003927,6.4616185490531635
20,20,5000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
21,21,4000000,0,0,0,4,3,3,1,0,1,0,0,1,Lagos,Surulere,"Off Adelabu, Surulere, Lagos. Adelabu",,"Surulere, Lagos",0.07436139718045764,3.3471474574728135,6.49532281309866
22,22,3500000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
23,23,6500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.218837478387225,3.811528889589191,6.463467417995378
24,24,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right.,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
25,25,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
26,26,3800000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Second Tollgate,,"Lekki, Lagos",-0.017196689316083733,3.811528889589191,6.463467417995378
27,27,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
28,28,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
29,29,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
30,30,3500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Surulere,Alade Close Off Adeniran Ogunsanya Adeniran Ogunsanya,,"Surulere, Lagos",-0.1545338190608958,3.3471474574728135,6.49532281309866
31,31,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",-0.38342903530224925,3.811528889589191,6.463467417995378
32,32,6000000,0,1,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Shorprite Lekki The Psychologist Osapa London,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
33,33,2500000,0,0,0,5,5,0,1,0,1,0,0,1,Lagos,Surulere,Ekololu Str Off Adelabu Via Akerele Adelabu,,"Surulere, Lagos",-0.6123242515436027,3.3471474574728135,6.49532281309866
34,34,10000000,1,1,1,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Inside An Estate Adeniyi Jones,,"Ikeja, Lagos",2.821103992076699,3.3478371646130074,6.58927091785122
35,35,5000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
36,36,2500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.6123242515436027,3.5659176270003927,6.4616185490531635
37,37,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
38,38,8500000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Gra Ikeja Ikeja Gra,,"Ikeja, Lagos",2.1344183433526385,3.3478371646130074,6.58927091785122
39,39,2000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.8412194677849562,3.5659176270003927,6.4616185490531635
40,40,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.6123242515436027,3.5659176270003927,6.4616185490531635
41,41,1100000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ojodu,"Isheri North Gra, Opic Isheri North",,"Ojodu, Lagos",-1.2532308570193924,3.3632243589774644,6.6409227554929595
42,42,10000000,0,1,0,5,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
43,43,4500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Lekki Chevron,,"Lekki, Lagos",0.3032566134218111,3.811528889589191,6.463467417995378
44,44,700000,1,0,1,2,3,3,1,0,1,0,0,1,Lagos,Ipaja,"Amikanle, Command Ipaja Road",,"Ipaja, Lagos",-1.436347030012475,3.2642215647201738,6.611282332780553
45,45,3000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,,"Ikeja, Lagos",-0.38342903530224925,3.3478371646130074,6.58927091785122
46,46,850000,0,0,0,2,2,2,0,0,1,0,0,1,Lagos,Surulere,Off Brown Road Aguda Aguda,,"Surulere, Lagos",-1.367678465140069,3.3471474574728135,6.49532281309866
47,47,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
48,48,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Eletu Osapa London,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
49,49,4000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Garden Estate,,"Ajah, Lagos",0.07436139718045764,3.5659176270003927,6.4616185490531635
50,50,5000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Drive Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
51,51,2000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.8412194677849562,3.5659176270003927,6.4616185490531635
52,52,8000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1 Omole Phase 1,,"Ojodu, Lagos",1.9055231271112851,3.3632243589774644,6.6409227554929595
53,53,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
54,54,2200000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.7496613812884148,3.5659176270003927,6.4616185490531635
55,55,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
56,56,7500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way Lekki Phase 1,,"Lekki, Lagos",1.6766279108699318,3.811528889589191,6.463467417995378
57,57,10000000,0,1,0,5,5,7,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
58,58,3800000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.017196689316083733,3.5659176270003927,6.4616185490531635
59,59,4500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Chevron Alternative Chevron,,"Lekki, Lagos",0.3032566134218111,3.811528889589191,6.463467417995378
60,60,5000000,0,1,0,4,4,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
61,61,2500000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Samshonibare Estate Ogunlana,,"Surulere, Lagos",-0.6123242515436027,3.3471474574728135,6.49532281309866
62,62,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
63,63,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
64,64,4000000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",0.07436139718045764,3.5659176270003927,6.4616185490531635
65,65,3600000,0,0,0,4,4,4,1,0,1,0,0,1,Lagos,Surulere,Owuokiri Crescent Alaka Estate Alaka Estate,,"Surulere, Lagos",-0.10875477581262512,3.3471474574728135,6.49532281309866
66,66,6000000,0,0,0,4,4,6,1,0,1,0,0,1,Lagos,Lekki,Lekki,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
67,67,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
68,68,5500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",0.761047045904518,3.811528889589191,6.463467417995378
69,69,4000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ajah,Beside ( Lbs) Lagos Business School Off Lekki Epe Expressway,,"Ajah, Lagos",0.07436139718045764,3.5659176270003927,6.4616185490531635
70,70,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
71,71,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ojodu,Magodo Gra Phase 1,,"Ojodu, Lagos",-0.38342903530224925,3.3632243589774644,6.6409227554929595
72,72,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oba Oniru Oniru Victoria,,"Victoria Island, Lagos",1.9055231271112851,3.44001490107383,6.428345382914202
73,73,900000,0,0,0,2,2,2,1,0,1,0,0,1,Lagos,Surulere,Santos Estate Off Brown Road Aguda Aguda,,"Surulere, Lagos",-1.3447889435159337,3.3471474574728135,6.49532281309866
74,74,5000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London Lekki Osapa London,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
75,75,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
76,76,6500000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,,"Ikeja, Lagos",1.218837478387225,3.3478371646130074,6.58927091785122
77,77,4800000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,,"Lekki, Lagos",0.44059374316662314,3.811528889589191,6.463467417995378
78,78,2000000,1,0,1,4,5,5,0,0,1,0,0,1,Lagos,Agege,Kav Farm Estate Iju,,"Agege, Lagos",-0.8412194677849562,3.3144031771182916,6.6235905315148855
79,79,2800000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Inside A Serviced Estate At Awoyaya Awoyaya,,"Ajah, Lagos",-0.4749871217987906,3.5659176270003927,6.4616185490531635
80,80,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
81,81,8000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
82,82,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
83,83,10000000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
84,84,3500000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
85,85,7000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ikeja,Off Adeniyi Jones Adeniyi Jones,,"Ikeja, Lagos",1.4477326946285782,3.3478371646130074,6.58927091785122
86,86,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
87,87,5000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
88,88,10000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Lekki Phase 1 Right Side Oniru Victoria,,"Victoria Island, Lagos",2.821103992076699,3.44001490107383,6.428345382914202
89,89,3500000,0,1,0,2,1,1,0,0,1,0,0,1,Lagos,Victoria Island,Oniru Oniru Victoria,,"Victoria Island, Lagos",-0.1545338190608958,3.44001490107383,6.428345382914202
90,90,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Rd 2 Oral Estate,,"Lekki, Lagos",0.07436139718045764,3.811528889589191,6.463467417995378
91,91,500000,1,1,1,3,4,4,0,0,1,0,0,1,Lagos,Egba,"Ait, Ota Alagbado Abule",,"Egba, Lagos",-1.5279051165090165,3.297808963772764,6.6507877907839195
92,92,4000000,0,0,0,4,5,5,1,0,1,0,0,1,Lagos,Lekki,Alan Balogun Agungi,,"Lekki, Lagos",0.07436139718045764,3.811528889589191,6.463467417995378
93,93,3500000,0,1,0,3,3,4,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
94,94,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
95,95,7000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Chevron Conservation Lekki Chevron,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
96,96,3000000,0,1,0,3,4,4,1,0,1,0,0,1,Lagos,Ogba,Ogba,,"Ogba, Lagos",-0.38342903530224925,3.3404654369033966,6.618066697286817
97,97,1500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Ipaja,Hiltop Estate Iyana Ipaja,,"Ipaja, Lagos",-1.0701146840263096,3.2642215647201738,6.611282332780553
98,98,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
99,99,8000000,1,1,0,5,5,6,1,0,1,0,0,1,Lagos,Victoria Island,Oniru Victoria,,"Victoria Island, Lagos",1.9055231271112851,3.44001490107383,6.428345382914202
100,100,6000000,1,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Right Lekki Phase 1,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
101,101,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Admalty Way. Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
102,102,2000000,0,0,0,4,4,5,0,0,1,0,0,1,Lagos,Surulere,Oni Street Off Randle Avenue. Randle Avenue,,"Surulere, Lagos",-0.8412194677849562,3.3471474574728135,6.49532281309866
103,103,1800000,0,0,0,2,2,3,1,0,1,0,0,1,Lagos,Ajah,Victory Estate. Thomas Estate,,"Ajah, Lagos",-0.9327775542814976,3.5659176270003927,6.4616185490531635
104,104,3000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Sangotedo,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
105,105,6000000,0,1,0,5,6,6,1,0,1,0,0,1,Lagos,Ikeja,Adeniyi Jones Adeniyi Jones,,"Ikeja, Lagos",0.9899422621458714,3.3478371646130074,6.58927091785122
106,106,2000000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Yaba,Fola Agoro,,"Yaba, Lagos",-0.8412194677849562,3.3870802913397373,6.507822008056753
107,107,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Vgc,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
108,108,6000000,0,0,0,5,6,6,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",0.9899422621458714,3.5659176270003927,6.4616185490531635
109,109,3500000,0,1,0,4,5,5,1,0,1,0,0,1,Lagos,Ajah,Thomas Estate,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
110,110,3500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Ajah,,"Ajah, Lagos",-0.1545338190608958,3.5659176270003927,6.4616185490531635
111,111,6500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",1.218837478387225,3.811528889589191,6.463467417995378
112,112,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Ajah,Eden Estate Abraham Adesanya Estate,,"Ajah, Lagos",-0.38342903530224925,3.5659176270003927,6.4616185490531635
113,113,6500000,1,1,1,5,6,6,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",1.218837478387225,3.811528889589191,6.463467417995378
114,114,3000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Ojodu,Adeoni Estate,,"Ojodu, Lagos",-0.38342903530224925,3.3632243589774644,6.6409227554929595
115,115,4000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Chevron,,"Lekki, Lagos",0.07436139718045764,3.811528889589191,6.463467417995378
116,116,11000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",3.278894424559406,3.811528889589191,6.463467417995378
117,117,6000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",0.9899422621458714,3.811528889589191,6.463467417995378
118,118,7000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
119,119,4500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",0.3032566134218111,3.811528889589191,6.463467417995378
120,120,3500000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,,"Ikosi, Lagos",-0.1545338190608958,3.389720888936946,6.620907794451843
121,121,10000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
122,122,9500000,1,0,1,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.5922087758353456,3.811528889589191,6.463467417995378
123,123,2000000,0,0,0,3,0,0,1,0,1,0,0,1,Lagos,Ipaja,Diamond Estate. Command Ipaja,,"Ipaja, Lagos",-0.8412194677849562,3.2642215647201738,6.611282332780553
124,124,10000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Off Admiralty Way Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
125,125,7000000,0,0,0,5,0,0,1,0,1,0,0,1,Lagos,Lekki,Osapa London,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
126,126,8000000,0,0,0,4,0,0,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
127,127,3500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Megamound Estate Ikota,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
128,128,9000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.3633135595939923,3.811528889589191,6.463467417995378
129,129,10000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Off Freedom Way Lekki Phase1 Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
130,130,6500000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikate,,"Lekki, Lagos",1.218837478387225,3.811528889589191,6.463467417995378
131,131,3500000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Surulere,Bode Thomas,,"Surulere, Lagos",-0.1545338190608958,3.3471474574728135,6.49532281309866
132,132,7000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.4477326946285782,3.811528889589191,6.463467417995378
133,133,8000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
134,134,5000000,0,0,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Westend Estate Ikota,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
135,135,8000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
136,136,3000000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",-0.38342903530224925,3.811528889589191,6.463467417995378
137,137,5500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",0.761047045904518,3.811528889589191,6.463467417995378
138,138,400000,0,0,0,2,1,1,0,0,1,0,0,1,Lagos,Igando,"Alh. Malik Street, Bayota Bus Stop Governors Road Ikotun",,"Igando, Lagos",-1.5736841597572873,3.2485725212539,6.551230116459837
139,139,8000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,,"Ojodu, Lagos",1.9055231271112851,3.3632243589774644,6.6409227554929595
140,140,4500000,0,1,0,4,4,5,1,0,1,0,0,1,Lagos,Lekki,Orchid Road Lekki Phase 1,,"Lekki, Lagos",0.3032566134218111,3.811528889589191,6.463467417995378
141,141,3500000,0,0,1,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Ikota,,"Lekki, Lagos",-0.1545338190608958,3.811528889589191,6.463467417995378
142,142,6000000,0,1,0,5,5,6,1,0,1,0,0,1,Lagos,Ojodu,Omole Phase 1,,"Ojodu, Lagos",0.9899422621458714,3.3632243589774644,6.6409227554929595
143,143,5000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Off Fola Osibo Lekki Phase 1,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
144,144,2500000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Ojodu,Olowora,,"Ojodu, Lagos",-0.6123242515436027,3.3632243589774644,6.6409227554929595
145,145,8000000,0,0,0,4,3,5,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1 Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
146,146,6000000,0,0,0,5,5,6,1,0,1,0,0,1,Lagos,Ikosi,Magodo Gra Phase 2 Kosofe,,"Ikosi, Lagos",0.9899422621458714,3.389720888936946,6.620907794451843
147,147,5000000,0,0,0,3,3,4,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",0.5321518296631645,3.811528889589191,6.463467417995378
148,148,10000000,0,0,0,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",2.821103992076699,3.811528889589191,6.463467417995378
149,149,8000000,0,0,1,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
150,150,8000000,0,0,1,5,3,3,1,0,1,0,0,1,Lagos,Lekki,Lekki Phase 1,,"Lekki, Lagos",1.9055231271112851,3.811528889589191,6.463467417995378
